Company Name,CityU URL,Company Website,Email
Latchie Company Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/latchie,https://gorudo.io/,Admin@gorudo.io
LatticeFlux,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/latticeflux,No Info Found,No Info Found
LAWROVER,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/lawrover,No Info Found,imccn@outlook.com
LBS+,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/lbs,No Info Found,jiajunhe5c@my.cityu.edu.hk
Leafee,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/leafee,No Info Found,team@leafee.app
Lecopt Technology,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/lecopt-technology,https://lecopt.tech/,admin@lecopt.tech
Legacy,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/legacy,No Info Found,No Info Found
Leidenford Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/leidenford-limited,http://www.leidenford.com/,willfuw@gmail.com
LemonT,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/lemont,https://www.lemont.ltd,info@lemont.ltd
LEVAV,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/levav,No Info Found,marslung@gmail.com
Life Fraction,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/life-fraction,No Info Found,No Info Found
Lifty,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/lifty,No Info Found,lifty.technology@gmail.com
LIGHT CARE,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/light-care,No Info Found,No Info Found
"Lightweight, flexible perovskite photovoltaic modules for photovoltaic power station",https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/perovskite-photovoltaic-modules-for-photovoltaic-power-station,No Info Found,clzhang5-c@my.cityu.edu.hk
LinkAIQ Limited – Next-generation  Brain Entrainment System for common sleep problems,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/linkaiq-limited,No Info Found,kim@ohbiohealth.com
Liquid – TruDoc,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/liquid-trudoc,No Info Found,No Info Found
Little Drops,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/little-drops,No Info Found,enquireslittledrops@gmail.com
Liveagle,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/liveagle,No Info Found,No Info Found
Locolla Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/locolla,https://loco.hk,ken@loco.hk
LOOK,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/look,No Info Found,lookapp.official@gmail.com
Look4kol,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/look4kol,No Info Found,team@look4kol.com
Loopsy,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/loopsy,No Info Found,No Info Found
LULU KEEPER,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/lulu-keeper,No Info Found,willieluk75@gmail.com
LUMAT-SERS limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/lumat-sers,No Info Found,info@lumatsers.com
Luminova Innovations,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/luminova-innovations,No Info Found,No Info Found
Luna Cat – Fall Prevention AIoT System,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/luna-cat,No Info Found,hugochan68@gmail.com
M.A.V.I.S.,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/mavis,No Info Found,No Info Found
MaaS,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/maas,No Info Found,No Info Found
"Magnetic, Wall-climbing Robot for Industry Nondestructive Testing",https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/magnetic-wall-climbing-robot,No Info Found,mengwanli4-c@my.cityu.edu.hk
Maison RE/WE,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/maisonrewe,https://www.maisonrewe.com/,eshop@maisonrewe.com
Makebell Limited,https://www.cityu.edu.hk/hktech300/start-ups/makebell-limited,No Info Found,info@makebell.com
MakeOmnia Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/makeomnia,http://www.magoprinter.com/,peggy@makeomnia.com
MarginLog,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/marginlog,No Info Found,marginlog.tech@gmail.com
Marisa Tech – iST Platform,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/marisa-tech-ist-platform,No Info Found,No Info Found
Marketing Solutions based on MR Technology + Malls/Stores,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/marketing-solutions-based-on-mr-technology,No Info Found,xliu546-c@my.cityu.edu.hk
MATCH LIMITED,https://www.cityu.edu.hk/hktech300/start-ups/match-limited,No Info Found,info@matchhk.co
MatchUp,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/matchup,No Info Found,leetszyan123@gmail.com
Meat the Next Company Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/meattn,https://meattn.com/,info@meattn.com
MediConCen Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/mediconcen,https://mediconcen.com/,info@mediconcen.com
Medmind Technology Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/medmindtechnology,https://www.medmindtechnology.hk/,info@medmindtechnology.hk
MEDtaverses,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/medtaverses,https://www.medtaverses.com/,info@medtaverses.com
MedVision,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/medvision,No Info Found,No Info Found
MEI TEAM – VRWalker,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/mei-team-vrwalker,No Info Found,No Info Found
Merchport,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/merchport,https://www.merchport.hk/,info@merchport.hk
Meta Carbon Project,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/meta-carbon-project,No Info Found,No Info Found
Meta Liquor,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/meta-liquor,No Info Found,No Info Found
Meta-Artifactory,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/meta-artifactory,No Info Found,No Info Found
MetaAgent,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/metaagent,No Info Found,No Info Found
MetaExercise,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/metaexercise,No Info Found,metaexercise@gmail.com
Metamoarphosis,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/metamoarphosis,http://www.metamoarphosis.com/,No Info Found
Metamory Technology Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/metamory-technology-limited,https://metamory.io/,info@metamory.io
MetaPred X,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/metapred-x,No Info Found,No Info Found
Metartland,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/metartland,https://metartland.iartgo.top/h5/#/,206620254@qq.com
Methods and systems for measuring multiplex RNA expression,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/multiplex-rna-expression,No Info Found,No Info Found
MI simulators,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/mi-simulators,No Info Found,No Info Found
MicroCent,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/microcent,No Info Found,microcentltd@gmail.com
MiExpert,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/mi-expert,https://www.mi-expert.com/,info@mi-expert.com
MindAmp Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/mindamp,https://www.mindampltd.com,victorfu@mindampltd.com
MINDLAYER LIMITED,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/mindplayer,https://www.mindlayer.io/,hello@mindlayer.io
mobot,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/mobot,No Info Found,fasetechgp@gmail.com
Momodoc,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/momodoc,No Info Found,No Info Found
MomoDoc Company Limited,https://www.cityu.edu.hk/hktech300/start-ups/momodoc-company-limited,https://www.momodoc.ai/,hello@momodoc.ai
Money Floor Plan Leasing System,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/money-floor-plan-leasing-system,https://dronion.biz/,boscowong@dronion.biz
Moodies' Care,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/moodies-care,No Info Found,moodiescare@gmail.com
Moon Squad – Moon Lab,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/moon-squad-moon-lab,No Info Found,No Info Found
MotionzLab,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/motionzlab,No Info Found,info@motionzlab.com
MotoNerv Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/motonerv-limited,No Info Found,forte@motonerv.ai
Motrack,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/motrack,No Info Found,jessicang326@gmail.com
MOVE IT MOVE IT LIMITED,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/move-it-move-it,No Info Found,ronaldng@moveitmoveit.io
Multi-E,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/multi-e,No Info Found,No Info Found
My Dev of Tea,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/my-dev-tea,No Info Found,No Info Found
Mycoach Health Limited,https://www.cityu.edu.hk/hktech300/start-ups/mycoach-health-limited,https://mycoach.health/,info@mycoach.health
MYTEA SOLUTIONS LIMITED,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/letstea,http://letstea.co/,info@letstea.co
N1 Golf Sims,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/n1-golf-sims,No Info Found,info@n1ltd.com
Nano-modified titanium implants,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/nano-modified-titanium%20implants,No Info Found,Leiwan2-c@my.cityu.edu.hk
NanoIPT,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/nanoipt,No Info Found,No Info Found
Navtag,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/navtag,No Info Found,tikwai.ansonwong@gmail.com
Needy,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/needy,No Info Found,needydao@gmail.com
neoPIX,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/neopix,No Info Found,No Info Found
NerOcean,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/nerocean,https://nerocean.com/,nerocean.official@gmail.com
Nerv,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/nerv,https://www.nervapp.com/,info@nervapp.com
NeuroTronics,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/neurotronics,No Info Found,neurotronics.nt@gmail.com
Neverland,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/neverland,No Info Found,bonfire.main@gmail.com
New functional auxiliaries and industrialization – Integrated R&D strategy and industrialization of functional bio-based porphyrins,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/integrated-r%26d-strategy-and-industrialization,No Info Found,wenjiyang8-c@my.cityu.edu.hk
New Hybrid Nano-Twin Copper for advanced electronic applications,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/new-hybrid-nano-twin-copper,No Info Found,ccchun@cityu.edu.hk
Newbie Holdings Team,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/newbie-holdings-team,No Info Found,No Info Found
NFT arcade,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/nft-arcade,No Info Found,No Info Found
NFT Vending Machine,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/nft-vending-machine,No Info Found,charlielamteam@gmail.com
nnenu,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/nnenu,No Info Found,No Info Found
NOF,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/nof,No Info Found,chiuching960109@gmail.com
NOT ONLY POWDER,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/not-only-powder,No Info Found,syrineyi1229@gmail.com
NovBee Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/novbee,https://www.novbee.co/,info@novbee.co
Novel photocatalytic coatings for marine antifouling and anticorrosion,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/novel-photocatalytic-coatings,No Info Found,kedachen2-c@my.cityu.edu.hk
"Novel Reusable Antivirus, Non-Toxic, Visible-light-driven Photocatalytic ZIF-8 Loaded Fabric for Air Cleaning",https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/photocatalytic,No Info Found,jxguo4-c@my.cityu.edu.hk
Novelte Robotics Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/novelte-robotics-limited,https://www.noveltebot.com/,info@noveltebot.com
Novus Holdings Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/minitzhk,https://minitzhk.com,Business@minitz.com
NuFlux,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/nuflux,No Info Found,No Info Found
NUTSHELL,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/nutshell,No Info Found,Crudraraj2-c@my.cityu.edu.hk
O2EZ,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/o2ez,No Info Found,o2ez.hk@gmail.com
OAO-Project Apollo,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/oao-project-apollo,No Info Found,enquiry@oaohk.com
Oases,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/oases,No Info Found,No Info Found
Okeanos,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/okeanos,No Info Found,No Info Found
OLLA,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/olla,No Info Found,helloteamolla@gmail.com
OmicLab Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/omiclab,No Info Found,zhaozicheng@byoryn.com
One-stop solution for optimising quality homecare service,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/one-stop-solution-optimizing-quality-homecare-service,No Info Found,cbhomage@cityu.edu.hk
OneChain Consortium,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/onechain-consortium,https://one-chain.io/,info@one-chain.io
Onepile Limited,https://www.cityu.edu.hk/hktech300/start-ups/onepile-limited,No Info Found,info@onepile.co
Online assignment and examination assessment platform powered by A.I. technology,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/online-assignment-and-exam-assessment-platform,No Info Found,john@duuright.com
Open Flow Optical Cavity (OFOC),https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/open-flow-optical-cavity,No Info Found,Ymkwong7-c@my.cityu.edu.hk
Open Ocean Camera,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/open-ocean-camera,https://openoceancam.com/,sdhnt@connect.hku.hk
OptiLegal,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/optilegal,No Info Found,kelvin@optilegal.io
Orca Layout,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/orca-layout,No Info Found,No Info Found
OrderHub,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/orderhub,No Info Found,No Info Found
Orderlo,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/orderlo,No Info Found,teamorderlo@outlook.com
Orikong,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/orikong,No Info Found,orikonghk@gmail.com
OVLD – Digital Riding,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/ovld-digital-riding,No Info Found,No Info Found
PalPal,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/palpal,No Info Found,dqy20000526@gmail.com
Particoo Tech,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/particoo-tech,No Info Found,contact@particoo.com
Patin – a revolutionary superfood in Hong Kong,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/patin,https://www.lonble.com,erina@lonble.com
Peptide Adventure,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/peptide-adventure,No Info Found,shuhkwok4-c@my.cityu.edu.hk
Pesto Green,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/pesto-green,No Info Found,No Info Found
Pet image recognition,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/pet-image-recognition,No Info Found,No Info Found
Petalife,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/petalife,No Info Found,boopedoo.hk@gmail.com
PetsAround,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/petsaround,No Info Found,petsaround01@gmail.com
Phosphogypsum regeneration resource utilization,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/phosphogypsum-regeneration-resource-utilization,No Info Found,No Info Found
Photobiological Factory,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/photobiological-factory,No Info Found,No Info Found
Photonic PCR Bioscience,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/photonic-pcr-bioscience,No Info Found,No Info Found
PhyCell,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/phycell,No Info Found,zhonjiang8-c@my.cityu.edu.hk
PI-AI Fault Detector,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/pi-ai-fault-detector,No Info Found,pi.ai.detector@gmail.com
Picko,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/picko,No Info Found,funding@picko.app
Pivot BME,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/pivot-bme,https://pivotbme.com/,alex.cheng@pivotbme.com
Pixieai,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/pixieai,No Info Found,kenhung2002@gmail.com
Plan C – Safnect Wallet,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/plan-c-safnect-wallet,No Info Found,No Info Found
PLAPER,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/plaper,https://www.plaper.hk/roadmap,chunwaim7@gmail.com
PlaySmart,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/playsmart,https://playsmarthk.com/,cs@playsmarthk.com
PluGo,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/plugo,No Info Found,plugo.hk@gmail.com
Point-of-care - Biosensors for Drug Efficacy and Patient Response Evaluation,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/point-of-care,No Info Found,piebbiochip@gmail.com
Pokeguide Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/pokeguide,https://www.pokeguide.com/,info@pokeguide.com
Pong Company Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/pong-company-limited,https://www.pongproduct.com/,hello@pongproduct.com
Poring into Nano,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/poring-nano,No Info Found,No Info Found
Portable Water Purification System,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/portable-water-purification-system,No Info Found,No Info Found
Portalyze Point of Care Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/portalyze-point-of-care,https://portalyzepoc.com,info@portalyzepoc.com
Powater,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/powater,No Info Found,No Info Found
Precisive feeding,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/precisive-feeding,No Info Found,shuolima2-c@my.cityu.edu.hk
Premium AI Inspection Technology Company,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/premium-ai-inspection-technology-company,No Info Found,No Info Found
Project Atlantis – IoT Enabled Underwater Farm,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/project-atlantis,No Info Found,hello@eternals.hk
Project Greenhouse,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/project-greenhouse,No Info Found,No Info Found
Property Valuation Calculator,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/property-valuation-calculator,No Info Found,Oreochoy0@gmail.com
Prozparity Digital,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/prozparity-digital,https://prozparity.com/,wailimcheng218@gmail.com
Psybot Team,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/psybot,No Info Found,No Info Found
Pupil Waves – CYCLOPS,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/pupil-waves-cyclops,No Info Found,No Info Found
QickGenerate Technology Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/qickgenerate-technology,https://qickgenerate.com,No Info Found
QualiFly,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/qualiflyhk,https://www.qualiflyhk.com/,contact@qualiflyhk.com
Quantum Music Technology Limited – AUDAI,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/quantum-music-technology-limited-audai,No Info Found,No Info Found
R FOOD EAT,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/r-food-eat,No Info Found,r.rice.eat@gmail.com
R2C2 Limited,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/r2c2-limited,No Info Found,No Info Found
Radiance Tech International Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/radiance-tech-international-limited,https://radiance.com.hk,info@radiance.com.hk
READily,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/readily,No Info Found,No Info Found
Reatix,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/reatix,No Info Found,livicter@gmail.com
ReChips,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/rechips,No Info Found,No Info Found
recHunteR,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/rechunter,No Info Found,No Info Found
Red Planet Technology Limited,https://www.cityu.edu.hk/hktech300/start-ups/red-planet-technology-limited,No Info Found,futuretechesg@gmail.com
Regitup,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/regitup,https://www.regitup.com/,No Info Found
Relearn Education Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/relearn-education-limited,https://relearn.hk,info@relearn.hk
Remote-controllable all-liquid robotics for the tumor-targeting drug delivery and release,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/remote-controllable-all-liquid-robotics,No Info Found,Sai.zhao@my.cityu.edu.hk
RENO VR,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/reno-vr,No Info Found,No Info Found
Rentastic,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/rentastic,No Info Found,info@rentastichk.com
RentScore Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/rentscore-limited,https://www.rentscoreprop.com/,support@rentscoreprop.com
Researchain,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/researchain,https://academic-accelerator.com/,pbrian1004@gmail.com
Restituo International Limited,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/restituo-international-limited,https://www.restituo.io/,No Info Found
Revoskin,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/revoskin,No Info Found,jenniferlmak@gmail.com
Ridger Company Limited,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/ridger-company-limited,No Info Found,No Info Found
RightPick Technology Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/rightpickhk,https://rightpickhk.com/,rightpickhk@gmail.com
Roadar,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/roadar,No Info Found,Roadar.tech@gmail.com
Robot Analytic and Management Platform,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/robot-analytic-and-management-platform,No Info Found,No Info Found
Robot Operating System (ROS),https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/robot-operating-system-ros,No Info Found,Maxbot.Robotic@gmail.com
Robust Misinformation Detection on Online Social Media,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/robust-misinformation-detection-online-social-media,No Info Found,liuhui3-c@my.cityu.edu.hk
ROOOM,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/rooom,No Info Found,hkwebber1997@gmail.com
"RPA (HK), Limited",https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/rpa,http://www.rpa.hk/,contact@RPA.HK
Run2gather,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/run2gather,No Info Found,joey@run2gather.com
S3Tough Tech Co. Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/s3tough-tech,No Info Found,yupeisu2-c@my.cityu.edu.hk
Sales Axis,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/sales-axis,No Info Found,sales-axis@sales-axis.com
Sambo Group Technology Ltd.,https://www.cityu.edu.hk/hktech300/start-ups/sambo-group-technology-ltd,https://www.sambo-technology.com/,No Info Found
SandBox School,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/sandbox-school,No Info Found,hello.sandboxschool@gmail.com
Sanus Tech,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/sanus-tech,No Info Found,sanustechnogy@gmail.com
SBC Technology Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/sbc-technology,https://www.sbctechsolution.com/,viviandengwei@sbctechnologyhk.com
SEAFRUIT DEPURATION LIMITED,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/seafruit-depuration,No Info Found,info@sea-fruit.com
Sealincloud,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/sealincloud,No Info Found,yann.zhao@sealincloud.com
SeaMap Tech,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/seamap-tech,No Info Found,No Info Found
SeeWall,https://www.cityu.edu.hk/hktech300/seewall,No Info Found,seewall1.0@gmail.com
SensAI Limited,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/sensai-limited,No Info Found,No Info Found
Sensus Technology Limited,https://www.cityu.edu.hk/hktech300/start-ups/sensus-technology-limited,No Info Found,admin@sensus-tech.com
SENtoR,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/sentor,No Info Found,sentor.stot@gmail.com
Seth Biotech Limited,https://www.cityu.edu.hk/hktech300/start-ups/seth-biotech-limited,https://sethbiotech.com/,sethbiotech@gmail.com
SFIDA,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/sfida,No Info Found,sfida2022@outlook.com
SHARETaxi,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/sharetaxi,No Info Found,No Info Found
SHARLO,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/sharlo,No Info Found,No Info Found
Sharpsight Limited,https://www.cityu.edu.hk/hktech300/start-ups/sharpsight-limited,https://sharpsight.hk/,info@sharpsight.hk
Shines,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/shines,No Info Found,No Info Found
SHM,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/shm,No Info Found,zhengyifu3-c@my.cityu.edu.hk
Silvermarlin Technologies Limited,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/silvermarlin-technologies-limited,No Info Found,No Info Found
Sisyphii,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/sisyphii,No Info Found,mahejabeen.nidhi@gmail.com
SIVA Tech,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/siva-tech,No Info Found,info@sivatech.co
Small Molecule-based Therapeutic Intervention for Nervous System Repair,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/small-molecule-based-therapeutic-intervention-nervous-system-repair,No Info Found,nganpanau2@cityu.edu.hk
